codigo_produto,descricaoproduto,codigo_familia,custo_produto_unitario
2096000,Eco-Friendly Watches Yellow #126,CSF,130.91
2105502,Stylish Hobbies Black #991,18,22.93
2106200,Comfortable Entertainment Silver #299,DET,6.5
2110300,Eco-Friendly Automotive Parts and Accessories Red #299,333,799.0
2110500,Versatile Entertainment White #414,DET,3.78
2110600,Comfortable Entertainment Blue #747,DET,3.33
2111300,Powerful Home Decor Cyan #430,FR,9.99
2112200,High-Quality Automotive Parts and Accessories Orange #714,333,1606.63
2112300,Sophisticated Automotive Parts and Accessories Maroon #713,333,1606.63
2113000,Powerful Hardware Gray #274,OJP,148.36
2113100,Stylish Hardware Red #709,OJP,142.43
2114100,Innovative Automotive Parts and Accessories Lime #404,333,1187.12
2121500,Sustainable Lawn and Garden Supplies Lime #822,APDP,189.9
2122000,Powerful Earrings Cyan #772,22,167.08
2122400,Sustainable Watches Gold #948,CSF,87.27
2123100,Long-Lasting Watches Cyan #820,CSF,87.27
2124300,Elegant Watches Olive #892,CSF,87.27
2125200,Luxurious Bathroom Fixtures Red #383,CS,113.46
2125300,High-Quality Bathroom Fixtures Pink #623,CS,113.46
2126500,Eco-Friendly Bathroom Fixtures Maroon #188,CS,74.18
2126600,Elegant Bathroom Fixtures Cyan #352,CS,74.18
2126700,Sophisticated Bathroom Fixtures Magenta #94,CS,74.18
2127800,Sophisticated Watches Yellow #210,CSF,87.27
2128100,Practical Watches Black #229,CSF,87.27
2129800,Fun Bathroom Fixtures Purple #366,CS,100.36
2129900,Modern Bathroom Fixtures Gold #560,CS,100.36
2135200,Stylish Bathroom Fixtures Silver #973,CS,100.36
2138100,Powerful Bathroom Fixtures Magenta #959,CS,130.91
2138200,Versatile Bathroom Fixtures Magenta #839,CS,130.91
2143000,Long-Lasting Building Materials Navy #737,SCF,86.83
2143100,Fun Building Materials Lime #823,SCF,86.83
2143200,Luxurious Building Materials Silver #38,SCF,86.83
2157600,Versatile Tools White #622,BB,108.44
2168600,Stylish Food Gray #365,36,14.06
2170300,Useful Electronics Brown #424,27,153.27
2171600,Luxurious Jewelry Lime #296,CR,1606.57
2171601,Elegant Jewelry Maroon #613,CR,2123.74
2171700,Luxurious Jewelry Purple #996,CR,2022.61
2171800,Sophisticated Jewelry Brown #250,CR,2022.61
2174300,Practical Video Games Orange #293,CPOC,39.78
2174500,High-Quality Video Games Orange #133,CPOC,26.37
2174700,Versatile Video Games Teal #870,CPOC,16.51
2174800,Comfortable Video Games White #494,CPOC,17.5
2178600,Modern Hobbies Purple #242,18,38.0
2186300,Sustainable Hardware Teal #997,OJP,284.8
2190900,Delicious Lawn and Garden Supplies Purple #276,APDP,238.38
2194100,Innovative Home Appliances Navy #380,MMS,429.3
2194200,Sustainable Home Appliances Green #538,MMS,514.13
2196600,Durable Hardware Blue #894,OJP,155.25
2196602,High-Quality Hardware Navy #504,OJP,191.52
2203200,Sophisticated Home Decor Orange #970,FR,101.6
2205000,Durable Hardware Teal #946,OJP,190.07
2205100,Useful Hardware Olive #585,OJP,165.29
2216300,Practical Audiobooks Green #612,33,229.24
2226400,Beautiful Software Lime #664,036,12.38
2226800,Eco-Friendly Software Green #82,036,12.56
2237300,Long-Lasting Beauty Products Silver #328,35,138.4
2237500,Modern Beauty Products White #285,35,138.4
2241600,Powerful Bathroom Fixtures Black #10,CS,100.8
2242200,Powerful Watches Cyan #471,CSF,96.0
2243800,Luxurious Hardware Olive #527,OJP,155.27
2251900,Durable Musical Instruments Red #456,CSFC,130.91
2252400,Practical Musical Instruments Black #341,CSFC,130.91
2252800,Delicious Musical Instruments Gold #570,CSFC,130.91
2255600,Beautiful Musical Instruments Olive #906,CSFC,130.91
2255700,Modern Household Goods Red #695,1,149.37
2255800,Luxurious Musical Instruments Orange #14,CSFC,130.91
2256100,Delicious Musical Instruments Yellow #526,CSFC,130.91
2256300,Durable Watches Gold #10,CSF,130.91
2256700,Delicious Watches Gold #711,CSF,130.91
2257000,Powerful Watches Orange #650,CSF,109.09
2257200,Elegant Watches Gold #898,CSF,109.09
2257600,Durable Watches Purple #20,CSF,96.0
2258100,Long-Lasting Sound Equipment Navy #286,CSMC,130.91
2260401,Sophisticated Watches Black #284,CSF,96.0
2260402,Luxurious Watches White #399,CSF,96.0
2260404,Elegant Watches Black #48,CSF,96.0
2261200,Long-Lasting Watches Magenta #187,CSF,130.91
2261300,Long-Lasting Watches Purple #76,CSF,130.91
2261400,Elegant Watches Blue #715,CSF,130.91
2261602,Comfortable Watches Red #581,CSF,74.18
2261700,Practical Watches Cyan #588,CSF,74.18
2262200,Fun Watches Teal #373,CSF,109.09
2262300,Elegant Watches Black #211,CSF,109.09
2267400,Powerful Watches Purple #657,CSF,130.91
2267700,Fun Watches Teal #22,CSF,130.91
2268400,Sophisticated Watches Maroon #775,CSF,74.18
2268500,Luxurious Watches Olive #67,CSF,74.18
2268700,Innovative Watches Magenta #881,CSF,74.18
2268800,Modern Watches Pink #50,CSF,74.18
2268900,Stylish Watches Yellow #567,CSF,109.09
2268905,Sophisticated Watches Pink #953,CSF,74.18
2268907,Luxurious Watches Olive #779,CSF,74.18
2268911,Sophisticated Watches Purple #969,CSF,91.2
2271000,Eco-Friendly Watches Black #88,CSF,130.91
2271100,High-Quality Watches Purple #326,CSF,130.91
2271600,Modern Watches Olive #236,CSF,130.91
2272100,Stylish Watches Blue #19,CSF,130.91
2272101,Useful Watches Brown #254,CSF,130.92
2272103,Durable Watches Cyan #14,CSF,109.09
2272107,Beautiful Watches Pink #391,CSF,109.09
2272109,Sustainable Watches Brown #547,CSF,109.09
2272110,Sophisticated Watches Blue #786,CSF,109.09
2272111,Elegant Watches Magenta #478,CSF,109.09
2272112,Eco-Friendly Watches Pink #472,CSF,109.09
2272116,Delicious Watches Navy #901,CSF,117.34
2272118,Innovative Watches Gray #918,CSF,117.34
2272120,Sophisticated Watches Brown #939,CSF,117.34
2272121,Beautiful Watches Maroon #317,CSF,117.34
2272134,Comfortable Watches Green #991,CSF,117.34
2272135,Practical Watches Magenta #567,CSF,117.34
2272137,Stylish Watches Yellow #389,CSF,117.34
2272138,Elegant Watches Black #697,CSF,117.34
2272139,Long-Lasting Watches Yellow #907,CSF,117.34
2272400,High-Quality Watches Orange #421,CSF,130.91
2272500,Durable Watches Maroon #451,CSF,130.91
2272900,Versatile Bathroom Fixtures Blue #352,CS,130.91
2273000,Innovative Bathroom Fixtures Navy #540,CS,130.91
2276900,Stylish Furniture Cyan #403,67,0.26
2277500,Elegant Furniture Lime #559,67,0.2
2277900,Beautiful Furniture Black #720,67,0.6
2280400,Delicious Furniture Orange #216,67,0.22
2280700,Delicious Furniture Orange #422,67,0.38
2282800,Luxurious Automotive Parts and Accessories Maroon #218,333,1606.63
2283400,Versatile Furniture Black #907,67,0.14
2283700,Delicious Furniture Maroon #29,67,0.25
2288300,Practical Sports Equipment White #879,MCT,74.15
2298300,Sophisticated Collectibles Navy #610,75,208.54
2299800,Long-Lasting Home Decor Gold #520,FR,14.31
2303000,Comfortable Furniture Gray #13,67,1.02
2303100,Luxurious Furniture Olive #671,67,1.45
2304000,Comfortable Furniture Teal #150,67,0.18
2304100,Durable Furniture Teal #617,67,0.26
2304800,Versatile Furniture Olive #233,67,0.27
2305000,Beautiful Furniture Gray #19,67,0.17
2305900,Modern Furniture Cyan #612,67,0.38
2306100,Versatile Furniture Lime #604,67,0.45
2306600,Delicious Furniture Brown #801,67,0.48
2306700,Beautiful Furniture Olive #374,67,0.22
2306900,Sophisticated Furniture Red #494,67,0.19
2307000,Luxurious Furniture Orange #864,67,0.18
2307200,Luxurious Furniture Brown #151,67,0.11
2307800,Stylish Furniture Maroon #327,67,0.09
2309000,Luxurious Furniture Yellow #285,67,0.13
2309100,Comfortable Furniture Navy #72,67,0.15
2309400,Eco-Friendly Furniture Magenta #495,67,1.48
2309800,Delicious Furniture Black #501,67,1.53
2310000,Modern Furniture Green #716,67,1.47
2310500,Sustainable Furniture Red #996,67,0.12
2312200,Versatile Furniture Maroon #92,67,1.94
2314800,Sustainable Marine Supplies Olive #102,FXA,111.88
2315300,Elegant Video Games Magenta #400,HBE,47.16
2315501,Versatile Video Games Teal #975,HBE,41.96
2317000,Delicious Home Decor Navy #576,FR,106.8
2317800,High-Quality Office Supplies Gray #269,DLN,8.25
2317900,Luxurious Office Supplies Olive #583,DLN,8.25
2317902,Versatile Office Supplies Silver #160,DLN,9.2
2318400,Powerful Video Games Gold #956,CPOC,20.56
2318600,Sustainable Video Games Navy #285,CPOC,22.28
2320704,Comfortable Bathroom Fixtures Cyan #359,CS,117.34
2320710,Comfortable Bathroom Fixtures Pink #106,CS,104.76
2320711,Eco-Friendly Bathroom Fixtures Purple #888,CS,104.76
2320712,Sophisticated Bathroom Fixtures Black #851,CS,104.76
2320713,Delicious Bathroom Fixtures Teal #102,CS,104.76
2320715,Stylish Bathroom Fixtures Brown #505,CS,104.76
2329700,Durable Ebooks Cyan #545,0,54.56
2330500,Eco-Friendly Building Materials Olive #372,SCF,65.01
2330800,Long-Lasting Building Materials Teal #647,SCF,65.01
2331100,Eco-Friendly Collectibles Brown #938,75,202.35
2331500,High-Quality Books Green #499,49,43.58
2331900,Practical Books Lime #416,49,73.57
2332000,Delicious Books Brown #825,49,73.57
2332103,Innovative Books Purple #428,49,66.88
2343000,Comfortable Home Decor Cyan #232,FR,38.6
2343900,Modern Household Goods Maroon #37,1,283.85
2344100,Beautiful Household Goods Teal #508,1,154.36
2344200,Luxurious Food Black #935,36,20.5
2344400,Useful Food White #386,36,20.5
2344700,Modern Household Goods Yellow #967,1,261.5
2348700,Beautiful Collectibles Black #839,75,166.92
2352600,Luxurious Mens Watches Silver #190,69,8.11
2358500,Long-Lasting Office Supplies Blue #344,DLN,12.58
2359400,Long-Lasting Building Materials Lime #233,SCF,86.83
2359403,High-Quality Building Materials Black #316,SCF,86.83
2359413,Beautiful Building Materials Gold #209,SCF,86.83
2359415,Useful Building Materials Yellow #761,SCF,86.83
2359417,Innovative Building Materials Olive #508,SCF,86.83
2359430,Fun Building Materials Silver #792,SCF,73.74
2359431,Delicious Building Materials White #248,SCF,73.74
2359432,Durable Building Materials Black #793,SCF,73.74
2359433,Useful Building Materials Silver #190,SCF,73.74
2359439,Practical Building Materials Gold #761,SCF,86.83
2359440,Practical Building Materials Gray #715,SCF,86.83
2359626,Versatile Building Materials Gold #770,SCF,95.56
2359627,Fun Building Materials Purple #527,SCF,95.56
2359628,Sophisticated Building Materials Cyan #259,SCF,95.56
2359725,Innovative Building Materials Gray #218,SCF,113.01
2359727,Beautiful Building Materials Maroon #310,SCF,113.01
2359745,Practical Building Materials Magenta #634,SCF,156.65
2359747,Elegant Building Materials Purple #96,SCF,156.64
2359749,Stylish Building Materials Red #610,SCF,156.64
2360100,Comfortable Watches Blue #8,CSF,130.91
2360200,Comfortable Watches Green #296,CSF,130.91
2360300,Durable Watches Green #104,CSF,130.91
2360400,Luxurious Watches Cyan #925,CSF,130.91
2364800,Delicious Audiobooks Lime #515,33,223.2
2366400,Innovative Hardware Purple #892,OJP,273.41
2366402,Durable Hardware Magenta #249,OJP,237.31
2370900,Luxurious Bathroom Fixtures White #759,CS,100.8
2372000,Sophisticated Watches Pink #727,CSF,96.0
2372100,Long-Lasting Watches Brown #974,CSF,96.0
2374800,Sustainable Books Gold #54,49,256.64
2374900,High-Quality Books Yellow #403,49,288.72
2376100,Beautiful Watches Pink #388,CSF,144.0
2376300,Delicious Books Gold #137,49,353.61
2376400,Luxurious Books Gold #633,49,299.36
2376500,Durable Books Blue #772,49,342.6
2377000,Versatile Books Silver #880,49,353.61
2377600,Practical Sports Equipment Navy #166,MCT,74.15
2377800,Elegant Sports Equipment Pink #295,MCT,74.15
2378000,Powerful Sports Equipment Pink #706,MCT,49.54
2378100,Useful Sports Equipment Teal #892,MCT,36.52
2379500,Modern Electronics Silver #556,27,203.01
2379900,Innovative Electronics Teal #676,27,184.75
2380200,Elegant Electronics Pink #927,27,170.61
2380600,Sustainable Electronics Yellow #183,27,173.17
2380700,Sustainable Electronics Cyan #869,27,160.07
2383500,Beautiful Outdoor Gear Red #30,60,46.96
2385300,Long-Lasting Office Supplies Green #682,DLN,15.46
2385500,Powerful Office Supplies Red #719,DLN,11.73
2388200,High-Quality Productivity White #403,31,100.61
2388400,Sophisticated Plants and Flowers Brown #35,ROHO,349.65
2389700,Luxurious Pet Supplies Teal #265,0333,4287.55
2389701,Modern Pet Supplies Purple #121,0333,7921.77
2389703,Comfortable Pet Supplies Orange #37,0333,7921.77
2389804,Sophisticated Wall Decor Teal #48,CRS,695.0
2390100,Modern Sports Equipment Cyan #284,MCT,57.05
2390200,Long-Lasting Sports Equipment Black #236,MCT,57.04
2395100,Useful Marine Supplies Olive #332,FXA,149.85
2395300,Eco-Friendly Video Games Gray #929,HBE,5.16
2398701,Modern Office Supplies Green #286,DLN,12.56
2402600,Luxurious Watches Purple #198,CSF,105.6
2402601,Useful Watches Green #360,CSF,105.6
2402602,Elegant Watches Red #155,CSF,105.6
2402603,Elegant Watches Purple #994,CSF,105.6
2402604,Powerful Watches Pink #866,CSF,105.6
2402606,Innovative Watches Cyan #6,CSF,109.09
2402611,Long-Lasting Watches Teal #143,CSF,105.6
2402614,Comfortable Watches Olive #171,CSF,105.6
2402800,Delicious Watches Teal #144,CSF,105.6
2402900,High-Quality Watches Magenta #458,CSF,105.6
2403100,Sophisticated Watches Teal #999,CSF,105.6
2406200,Stylish Watches Maroon #571,CSF,139.64
2406300,Luxurious Watches Brown #395,CSF,139.64
2406900,Useful Watches Teal #463,CSF,139.64
2407100,Sustainable Watches Olive #113,CSF,139.64
2407501,Beautiful Watches Pink #952,CSF,130.91
2412901,Stylish Watches Gold #681,CSF,126.54
2413200,Luxurious Watches Olive #151,CSF,126.55
2413502,Sustainable Watches Gold #404,CSF,113.46
2422902,Modern Bathroom Fixtures Brown #877,CS,144.0
2422904,Innovative Bathroom Fixtures Brown #767,CS,144.0
2422905,Fun Bathroom Fixtures Navy #638,CS,144.0
2422913,Useful Bathroom Fixtures Orange #329,CS,144.0
2422916,Modern Bathroom Fixtures Brown #808,CS,144.0
2422917,Versatile Bathroom Fixtures Brown #618,CS,144.0
2422918,Beautiful Bathroom Fixtures Silver #584,CS,144.0
2422919,Powerful Bathroom Fixtures Teal #325,CS,144.0
2423200,Comfortable Bathroom Fixtures Black #838,CS,144.0
2423900,Elegant Bathroom Fixtures Brown #249,CS,144.0
2424100,Innovative Bathroom Fixtures Maroon #935,CS,144.0
2424200,Fun Bathroom Fixtures Maroon #439,CS,144.0
2424300,High-Quality Bathroom Fixtures Magenta #424,CS,130.91
2424307,Eco-Friendly Bathroom Fixtures Magenta #607,CS,130.91
2424400,Useful Bathroom Fixtures Maroon #428,CS,130.91
2424800,Practical Bathroom Fixtures Lime #396,CS,130.91
2424900,Sophisticated Bathroom Fixtures Red #779,CS,130.91
2425900,Comfortable Bathroom Fixtures Lime #66,CS,161.45
2425901,Versatile Bathroom Fixtures Pink #352,CS,130.91
2425902,Versatile Bathroom Fixtures Brown #887,CS,130.91
2425904,High-Quality Bathroom Fixtures Teal #803,CS,130.91
2425906,Practical Bathroom Fixtures Orange #894,CS,130.91
2425909,Sustainable Bathroom Fixtures Lime #28,CS,130.91
2425911,Fun Bathroom Fixtures Lime #425,CS,130.91
2425913,Eco-Friendly Bathroom Fixtures Gold #524,CS,161.46
2425915,Stylish Bathroom Fixtures Maroon #171,CS,161.45
2426100,Sophisticated Bathroom Fixtures Silver #291,CS,130.92
2426200,Eco-Friendly Bathroom Fixtures Magenta #947,CS,130.92
2426300,Comfortable Bathroom Fixtures Gray #211,CS,161.45
2426500,Beautiful Bathroom Fixtures Navy #44,CS,130.92
2426702,Sophisticated Bathroom Fixtures Gold #370,CS,117.82
2426704,Practical Bathroom Fixtures Black #519,CS,117.82
2426707,Innovative Bathroom Fixtures Red #296,CS,117.82
2427500,Sustainable Bathroom Fixtures Red #131,CS,109.09
2427700,Long-Lasting Bathroom Fixtures White #916,CS,109.09
2427800,Stylish Bathroom Fixtures Yellow #784,CS,109.09
2427900,Fun Bathroom Fixtures Black #204,CS,109.09
2430400,Elegant Lawn and Garden Supplies Black #838,APDP,447.49
2432500,Elegant Watches Black #680,CSF,109.09
2432602,Sophisticated Musical Instruments Orange #45,CSFC,152.73
2432603,Versatile Musical Instruments Yellow #751,CSFC,130.91
2432604,Versatile Musical Instruments Red #218,CSFC,130.91
2432610,Versatile Musical Instruments Red #764,CSFC,152.73
2432613,High-Quality Musical Instruments Pink #513,CSFC,130.91
2432617,High-Quality Musical Instruments Red #237,CSFC,138.29
2432619,Powerful Musical Instruments Orange #43,CSFC,138.29
2432909,Durable Sound Equipment Lime #400,CSMC,146.67
2432918,Powerful Sound Equipment Gray #856,CSMC,146.67
2432919,Fun Sound Equipment Teal #215,CSMC,146.67
2432923,Modern Sound Equipment Magenta #637,CSMC,152.73
2432924,Useful Sound Equipment Red #584,CSMC,152.73
2432925,Useful Sound Equipment White #369,CSMC,152.73
2432926,High-Quality Sound Equipment Navy #968,CSMC,152.73
2433007,Eco-Friendly Watches White #807,CSF,109.09
2433014,Stylish Watches Maroon #176,CSF,109.09
2433021,Innovative Watches Gold #373,CSF,109.09
2433022,Stylish Watches Purple #81,CSF,109.09
2433116,Innovative Bathroom Fixtures Magenta #711,CS,109.09
2433117,Powerful Bathroom Fixtures Purple #874,CS,122.18
2433119,Stylish Bathroom Fixtures Blue #136,CS,122.18
2433121,Practical Bathroom Fixtures Brown #531,CS,109.09
2433400,Useful Building Materials Gold #302,SCF,65.02
2433701,Innovative Watches Maroon #301,CSF,109.09
2433704,Powerful Watches Teal #672,CSF,109.09
2433705,Versatile Watches Gray #774,CSF,109.09
2433710,Innovative Watches Red #544,CSF,100.37
2433722,Powerful Watches Orange #898,CSF,109.09
2433723,Eco-Friendly Watches Gold #702,CSF,109.09
2433724,Beautiful Watches Orange #277,CSF,109.09
2433727,Durable Watches Purple #956,CSF,109.09
2433728,Eco-Friendly Watches Maroon #462,CSF,109.09
2433729,Modern Watches White #843,CSF,109.09
2433824,Versatile Building Materials Cyan #45,SCF,65.01
2434000,Comfortable Building Materials Silver #691,SCF,65.01
2434002,Eco-Friendly Building Materials Orange #499,SCF,65.01
2434003,Useful Building Materials Purple #1000,SCF,65.01
2434004,Beautiful Building Materials Orange #346,SCF,65.01
2434114,Innovative Building Materials Blue #230,SCF,99.92
2434120,Practical Building Materials Purple #377,SCF,108.64
2434122,Delicious Building Materials Teal #840,SCF,130.47
2434123,Sophisticated Building Materials Navy #251,SCF,130.47
